country,iso3,reporter_code,base_year,base_year_2,future_year,future_year_2,base_window,future_window,horizon,product_level,active_threshold_usd_2024,persistence_rule,channel_type,channel_type_label,channel,channel_label,channel_order,base_value_2024_usd,future_value_2024_usd,net_contribution_2024_usd,positive_expansion_2024_usd,contraction_2024_usd,product_count,partner_count,cell_count,total_base_exports_2024_usd,total_future_exports_2024_usd,total_net_growth_2024_usd,total_positive_expansion_2024_usd,total_contraction_2024_usd,positive_expansion_share,net_growth_share,contraction_share,within_continuing_positive_expansion_share,within_continuing_net_growth_share
New Zealand,NZL,554,1996,1997,2001,2002,1996-1997,2001-2002,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_existing_product_specific_partner,Continuing HS4 products to existing product-specific partners,3,22840826728.195625,20392813200.56993,-2448013527.625697,4236333307.161419,6684346834.787116,662,111,3617,25209116894.613873,22916603350.14735,-2292513544.4665213,6468672777.647618,8761186322.11414,0.6548999234897137,1.067829471949908,0.7629499692199371,,
New Zealand,NZL,554,1996,1997,2001,2002,1996-1997,2001-2002,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_lost_product_specific_partner,Continuing HS4 products to lost product-specific partners,4,1669372804.48764,104229177.5944123,-1565143626.8932276,23811642.31358223,1588955269.2068098,516,112,1651,25209116894.613873,22916603350.14735,-2292513544.4665213,6468672777.647618,8761186322.11414,0.003681070774806067,0.682719467752346,0.1813630267394408,,
New Zealand,NZL,554,1996,1997,2001,2002,1996-1997,2001-2002,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_below_threshold_product_specific_partner_residual,Continuing HS4 products below product-specific partner threshold,5,531147197.18640065,438662653.8933539,-92484543.29304686,335626419.1267697,428110962.41981655,786,215,23777,25209116894.613873,22916603350.14735,-2292513544.4665213,6468672777.647618,8761186322.11414,0.05188489674211389,0.04034198337291327,0.04886449696192629,,
New Zealand,NZL,554,1996,1997,2001,2002,1996-1997,2001-2002,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,dying_product_cells,Dying HS4 product cells,6,29422486.18367885,7339393.515740974,-22083092.667937875,4444669.903406016,26527762.57134389,67,84,893,25209116894.613873,22916603350.14735,-2292513544.4665213,6468672777.647618,8761186322.11414,0.0006871069315431276,0.009632698886879081,0.0030278733491131307,,
New Zealand,NZL,554,1996,1997,2001,2002,1996-1997,2001-2002,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,below_threshold_product_residual,Below-threshold product residual cells,7,10079136.457199633,36558439.843239754,26479303.38604013,35009622.485752724,8530319.099712595,292,79,1664,25209116894.613873,22916603350.14735,-2292513544.4665213,6468672777.647618,8761186322.11414,0.005412180162633646,-0.011550336725361415,0.0009736488628464833,,
New Zealand,NZL,554,1996,1997,2001,2002,1996-1997,2001-2002,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_new_product,New reporter partners with net-new HS4 products,1,0.0,175144.58537300554,175144.58537300554,175144.58537300554,0.0,16,6,23,25209116894.613873,22916603350.14735,-2292513544.4665213,6468672777.647618,8761186322.11414,2.707581468306984e-05,-7.639849535273411e-05,0.0,,
New Zealand,NZL,554,1996,1997,2001,2002,1996-1997,2001-2002,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_existing_product,New reporter partners with continuing HS4 products,2,3335749.9547527563,795160334.0002797,791824584.0455266,793936478.5419106,2111894.4963837867,642,35,1820,25209116894.613873,22916603350.14735,-2292513544.4665213,6468672777.647618,8761186322.11414,0.1227356067979422,-0.34539581498079563,0.00024105120228446082,,
New Zealand,NZL,554,1996,1997,2001,2002,1996-1997,2001-2002,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_new_product,Existing reporter partners with net-new HS4 products,3,4408573.070002765,18255085.1826497,13846512.112646937,16228332.204920715,2381820.0922737787,52,84,598,25209116894.613873,22916603350.14735,-2292513544.4665213,6468672777.647618,8761186322.11414,0.002508757632786346,-0.00603988235797712,0.0002718604541330001,,
New Zealand,NZL,554,1996,1997,2001,2002,1996-1997,2001-2002,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_existing_product,Existing reporter partners with continuing HS4 products,4,24287080133.260445,22056185929.44519,-2230894203.8152537,5616321738.489689,7847215942.304944,786,138,27192,25209116894.613873,22916603350.14735,-2292513544.4665213,6468672777.647618,8761186322.11414,0.8682340151594601,0.9731214933058959,0.8956796093352974,,
New Zealand,NZL,554,1996,1997,2001,2002,1996-1997,2001-2002,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,lost_reporter_partner,Lost reporter partners,5,873911691.7799642,188449.22897605432,-873723242.5509882,182009.08346460384,873905251.6344527,987,8,1869,25209116894.613873,22916603350.14735,-2292513544.4665213,6468672777.647618,8761186322.11414,2.8137005800252092e-05,0.3811202095882525,0.09974736519740775,,
New Zealand,NZL,554,1996,1997,2001,2002,1996-1997,2001-2002,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,reporter_partner_product_residual,Reporter-partner/product residual cells,6,40380746.54870556,46638407.70487915,6257661.156173582,41829074.74225892,35571413.586085334,471,130,2512,25209116894.613873,22916603350.14735,-2292513544.4665213,6468672777.647618,8761186322.11414,0.006466407589327834,-0.0027296070600227444,0.004060113810877348,,
New Zealand,NZL,554,1996,1997,2006,2007,1996-1997,2006-2007,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,net_new_product,Net-new HS4 products,1,9353485.41056679,206545459.85397446,197191974.4434077,203319168.59730938,6127194.153901667,111,125,1615,25209116894.613873,35095372089.200226,9886255194.586353,18353498150.936424,8467242956.350074,0.011077951839221218,0.01994607367119035,0.0007236350941490974,,
New Zealand,NZL,554,1996,1997,2006,2007,1996-1997,2006-2007,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_new_product_specific_partner,Continuing HS4 products to new product-specific partners,2,172824892.1172282,4778914776.788791,4606089884.671563,4627110214.926744,21020330.255181786,646,165,3187,25209116894.613873,35095372089.200226,9886255194.586353,18353498150.936424,8467242956.350074,0.2521105337453428,0.4659084551240218,0.0024825471955328064,,
New Zealand,NZL,554,1996,1997,2006,2007,1996-1997,2006-2007,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_existing_product_specific_partner,Continuing HS4 products to existing product-specific partners,3,21630583880.41637,29034596470.3472,7404012589.930828,12650023549.22095,5246010959.290119,654,116,3663,25209116894.613873,35095372089.200226,9886255194.586353,18353498150.936424,8467242956.350074,0.6892431865134945,0.7489198330612804,0.6195654224561766,,
New Zealand,NZL,554,1996,1997,2006,2007,1996-1997,2006-2007,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_lost_product_specific_partner,Continuing HS4 products to lost product-specific partners,4,2858699068.881115,127509034.23194587,-2731190034.649169,28760079.55036813,2759950114.199537,511,115,1577,25209116894.613873,35095372089.200226,9886255194.586353,18353498150.936424,8467242956.350074,0.0015670080610164633,-0.2762613326171016,0.32595617350624045,,
New Zealand,NZL,554,1996,1997,2006,2007,1996-1997,2006-2007,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_below_threshold_product_specific_partner_residual,Continuing HS4 products below product-specific partner threshold,5,474245168.6818317,909537946.961107,435292778.2792754,821225845.6650479,385933067.3857725,806,224,26346,25209116894.613873,35095372089.200226,9886255194.586353,18353498150.936424,8467242956.350074,0.044744922134810995,0.044030097313049216,0.045579543350216384,,
New Zealand,NZL,554,1996,1997,2006,2007,1996-1997,2006-2007,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,dying_product_cells,Dying HS4 product cells,6,58176373.07528788,21560898.38147894,-36615474.69380893,7445245.374963053,44060720.06877199,47,115,710,25209116894.613873,35095372089.200226,9886255194.586353,18353498150.936424,8467242956.350074,0.0004056581101724842,-0.0037036748468580213,0.005203667864015679,,
New Zealand,NZL,554,1996,1997,2006,2007,1996-1997,2006-2007,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,below_threshold_product_residual,Below-threshold product residual cells,7,5234026.031474767,16707502.635731881,11473476.604257116,15614047.601046076,4140570.996788959,244,97,1370,25209116894.613873,35095372089.200226,9886255194.586353,18353498150.936424,8467242956.350074,0.0008507395959417918,0.0011605482944178817,0.0004890105336688971,,
New Zealand,NZL,554,1996,1997,2006,2007,1996-1997,2006-2007,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_new_product,New reporter partners with net-new HS4 products,1,0.0,1799045.7714753002,1799045.7714753002,1799045.7714753002,0.0,48,19,76,25209116894.613873,35095372089.200226,9886255194.586353,18353498150.936424,8467242956.350074,9.802195508890005e-05,0.00018197444189590063,0.0,,
New Zealand,NZL,554,1996,1997,2006,2007,1996-1997,2006-2007,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_existing_product,New reporter partners with continuing HS4 products,2,3695090.9408695484,1242635813.1296024,1238940722.188733,1241291433.241581,2350711.0528481044,661,49,2250,25209116894.613873,35095372089.200226,9886255194.586353,18353498150.936424,8467242956.350074,0.06763241661253816,0.12531951662214513,0.00027762414105351384,,
New Zealand,NZL,554,1996,1997,2006,2007,1996-1997,2006-2007,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_new_product,Existing reporter partners with net-new HS4 products,3,9244362.376758195,204714155.71645284,195469793.33969465,201487864.45978767,6018071.120093074,111,99,1455,25209116894.613873,35095372089.200226,9886255194.586353,18353498150.936424,8467242956.350074,0.010978172270091598,0.019771874131545037,0.000710747424057293,,
New Zealand,NZL,554,1996,1997,2006,2007,1996-1997,2006-2007,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_existing_product,Existing reporter partners with continuing HS4 products,4,24258829808.458076,33594481110.25768,9335651301.799604,16872419981.834396,7536768680.034789,806,138,30718,25209116894.613873,35095372089.200226,9886255194.586353,18353498150.936424,8467242956.350074,0.9193026769653467,0.9443061217873219,0.8901089432401997,,
New Zealand,NZL,554,1996,1997,2006,2007,1996-1997,2006-2007,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,lost_reporter_partner,Lost reporter partners,5,873954288.4173168,288132.81147842336,-873666155.6058383,255565.64717425953,873921721.2530127,986,8,1880,25209116894.613873,35095372089.200226,9886255194.586353,18353498150.936424,8467242956.350074,1.3924628704159059e-05,-0.08837179886720424,0.103212075732114,,
New Zealand,NZL,554,1996,1997,2006,2007,1996-1997,2006-2007,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,reporter_partner_product_residual,Reporter-partner/product residual cells,6,63393344.42085238,51453831.51353784,-11939512.907314543,36244259.982014105,48183772.88932864,402,151,2089,25209116894.613873,35095372089.200226,9886255194.586353,18353498150.936424,8467242956.350074,0.0019747875682306843,-0.0012076881157035617,0.005690609462575165,,
New Zealand,NZL,554,1997,1998,2002,2003,1997-1998,2002-2003,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,net_new_product,Net-new HS4 products,1,5769730.298007412,74797076.76322621,69027346.4652188,72315068.96659774,3287722.501378935,83,92,1022,22904738595.735386,24749776825.277386,1845038229.541996,8099959582.571459,6254921353.029463,0.008927830840316389,0.0374124207075936,0.0005256217170159275,,
New Zealand,NZL,554,1997,1998,2002,2003,1997-1998,2002-2003,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_new_product_specific_partner,Continuing HS4 products to new product-specific partners,2,200798075.35936219,2114431313.6565268,1913633238.2971644,1955795018.874678,42161780.577513844,570,154,2044,22904738595.735386,24749776825.277386,1845038229.541996,8099959582.571459,6254921353.029463,0.241457379995195,1.0371780961808017,0.006740577250758479,,
New Zealand,NZL,554,1997,1998,2002,2003,1997-1998,2002-2003,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_existing_product_specific_partner,Continuing HS4 products to existing product-specific partners,3,20289763057.559494,21964256364.51018,1674493306.9506931,5684075058.694858,4009581751.7441645,669,114,3655,22904738595.735386,24749776825.277386,1845038229.541996,8099959582.571459,6254921353.029463,0.7017411631195275,0.907565642889883,0.6410283240095725,,
New Zealand,NZL,554,1997,1998,2002,2003,1997-1998,2002-2003,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_lost_product_specific_partner,Continuing HS4 products to lost product-specific partners,4,1854869893.099968,118426084.84454103,-1736443808.255427,14434169.648762386,1750877977.904189,497,109,1390,22904738595.735386,24749776825.277386,1845038229.541996,8099959582.571459,6254921353.029463,0.0017820051447935785,-0.9411424546398011,0.279920062792825,,
New Zealand,NZL,554,1997,1998,2002,2003,1997-1998,2002-2003,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_below_threshold_product_specific_partner_residual,Continuing HS4 products below product-specific partner threshold,5,515657015.5120785,466420906.1067544,-49236109.40532404,364805448.54312086,414041557.94844496,791,213,24347,22904738595.735386,24749776825.277386,1845038229.541996,8099959582.571459,6254921353.029463,0.04503793442723669,-0.02668568521615197,0.0661945266103004,,
New Zealand,NZL,554,1997,1998,2002,2003,1997-1998,2002-2003,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,dying_product_cells,Dying HS4 product cells,6,28196081.272109143,4103392.396785983,-24092688.87532316,2437648.1657385994,26530337.041061763,57,78,694,22904738595.735386,24749776825.277386,1845038229.541996,8099959582.571459,6254921353.029463,0.0003009457196531751,-0.01305809738224439,0.004241514088456484,,
New Zealand,NZL,554,1997,1998,2002,2003,1997-1998,2002-2003,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,below_threshold_product_residual,Below-threshold product residual cells,7,9684742.634374078,7341686.999368051,-2343055.6350060278,6097169.677703081,8440225.31270911,268,76,1497,22904738595.735386,24749776825.277386,1845038229.541996,8099959582.571459,6254921353.029463,0.0007527407532776156,-0.0012699225400807318,0.0013493735310710555,,
New Zealand,NZL,554,1997,1998,2002,2003,1997-1998,2002-2003,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_new_product,New reporter partners with net-new HS4 products,1,0.0,462340.3489259513,462340.3489259513,462340.3489259513,0.0,31,6,35,22904738595.735386,24749776825.277386,1845038229.541996,8099959582.571459,6254921353.029463,5.707934023779093e-05,0.000250585782735093,0.0,,
New Zealand,NZL,554,1997,1998,2002,2003,1997-1998,2002-2003,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_existing_product,New reporter partners with continuing HS4 products,2,1714416.275551116,898256843.7937745,896542427.5182233,897548769.8803208,1006342.362097469,651,32,1775,22904738595.735386,24749776825.277386,1845038229.541996,8099959582.571459,6254921353.029463,0.11080904302430851,0.4859207864439627,0.00016088809199976025,,
New Zealand,NZL,554,1997,1998,2002,2003,1997-1998,2002-2003,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_new_product,Existing reporter partners with net-new HS4 products,3,5579015.034398805,74334736.41430026,68755721.37990145,71852728.61767179,3097007.2377703288,83,82,922,22904738595.735386,24749776825.277386,1845038229.541996,8099959582.571459,6254921353.029463,0.008870751500078598,0.03726520148960223,0.0004951312835085204,,
New Zealand,NZL,554,1997,1998,2002,2003,1997-1998,2002-2003,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_existing_product,Existing reporter partners with continuing HS4 products,4,21930150603.616043,23763374743.205555,1833224139.5895112,7119864961.029553,5286640821.4400425,791,145,27885,22904738595.735386,24749776825.277386,1845038229.541996,8099959582.571459,6254921353.029463,0.8790000602409477,0.993596831890352,0.845197009372396,,
New Zealand,NZL,554,1997,1998,2002,2003,1997-1998,2002-2003,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,lost_reporter_partner,Lost reporter partners,5,925665103.6967341,252188.18883570284,-925412915.5078982,163736.97163622986,925576652.4795344,993,8,1913,22904738595.735386,24749776825.277386,1845038229.541996,8099959582.571459,6254921353.029463,2.021454180938629e-05,-0.5015684231852575,0.14797574585510134,,
New Zealand,NZL,554,1997,1998,2002,2003,1997-1998,2002-2003,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,reporter_partner_product_residual,Reporter-partner/product residual cells,6,41629457.112662576,13095973.325995004,-28533483.786667574,10067045.723350164,38600529.51001774,399,114,2119,22904738595.735386,24749776825.277386,1845038229.541996,8099959582.571459,6254921353.029463,0.0012428513526180117,-0.015464982421394378,0.006171225396994359,,
New Zealand,NZL,554,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,net_new_product,Net-new HS4 products,1,7105887.628921827,257476864.79583636,250370977.16691455,254523926.77970257,4152949.6127880295,122,128,1822,22904738595.73539,39748032050.46639,16843293454.731005,23521170959.849247,6677877505.11824,0.010821056792375522,0.014864728079447517,0.0006218966444959514,,
New Zealand,NZL,554,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_new_product_specific_partner,Continuing HS4 products to new product-specific partners,2,239548598.36112234,5309159443.538366,5069610845.177244,5092428316.844608,22817471.66736392,641,174,3520,22904738595.73539,39748032050.46639,16843293454.731005,23521170959.849247,6677877505.11824,0.2165040305832311,0.30098690964463803,0.0034168748453195694,,
New Zealand,NZL,554,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_existing_product_specific_partner,Continuing HS4 products to existing product-specific partners,3,19784290074.816895,33177435349.00978,13393145274.192884,17412984728.381046,4019839454.188162,663,116,3609,22904738595.73539,39748032050.46639,16843293454.731005,23521170959.849247,6677877505.11824,0.7403111332384386,0.7951619028777872,0.6019636405590201,,
New Zealand,NZL,554,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_lost_product_specific_partner,Continuing HS4 products to lost product-specific partners,4,2228324910.7999544,80085512.46459094,-2148239398.3353634,13448216.574767545,2161687614.9101315,476,113,1378,22904738595.73539,39748032050.46639,16843293454.731005,23521170959.849247,6677877505.11824,0.0005717494506427301,-0.12754271628105834,0.32370878520208135,,
New Zealand,NZL,554,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_below_threshold_product_specific_partner_residual,Continuing HS4 products below product-specific partner threshold,5,478113099.4343691,829536296.7344161,351423197.300047,709357059.586909,357933862.286862,803,222,26930,22904738595.73539,39748032050.46639,16843293454.731005,23521170959.849247,6677877505.11824,0.03015823747881366,0.02086428038818845,0.05359994429555268,,
New Zealand,NZL,554,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,dying_product_cells,Dying HS4 product cells,6,159007439.39066902,86839653.64896017,-72167785.74170883,31719716.629307587,103887502.37101644,45,90,591,22904738595.73539,39748032050.46639,16843293454.731005,23521170959.849247,6677877505.11824,0.001348560268681066,-0.004284660000472656,0.015556964363511035,,
New Zealand,NZL,554,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,below_threshold_product_residual,Below-threshold product residual cells,7,8348585.303459662,7498930.2744444925,-849655.0290151691,6708995.052903507,7558650.081918676,240,85,1401,22904738595.73539,39748032050.46639,16843293454.731005,23521170959.849247,6677877505.11824,0.000285232187817341,-5.044470853035663e-05,0.0011318940900196762,,
New Zealand,NZL,554,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_new_product,New reporter partners with net-new HS4 products,1,0.0,2509290.4779537767,2509290.4779537767,2509290.4779537767,0.0,51,19,86,22904738595.73539,39748032050.46639,16843293454.731005,23521170959.849247,6677877505.11824,0.00010668220907186754,0.00014897861185509168,0.0,,
New Zealand,NZL,554,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_existing_product,New reporter partners with continuing HS4 products,2,2328190.9724528543,1244397769.8746693,1242069578.9022164,1243650459.9165668,1580881.0143503654,658,44,2127,22904738595.73539,39748032050.46639,16843293454.731005,23521170959.849247,6677877505.11824,0.052873662711753776,0.07374267878431694,0.00023673405406713488,,
New Zealand,NZL,554,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_new_product,Existing reporter partners with net-new HS4 products,3,6903430.926015622,254921748.26709002,248018317.34107435,251968810.2509562,3950492.9098818237,122,102,1646,22904738595.73539,39748032050.46639,16843293454.731005,23521170959.849247,6677877505.11824,0.010712426293787337,0.0147250487565073,0.0005915791217874211,,
New Zealand,NZL,554,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_existing_product,Existing reporter partners with continuing HS4 products,4,21802814290.511566,38149167618.26007,16346353327.748497,21982055014.740173,5635701686.991674,803,145,31457,22904738595.73539,39748032050.46639,16843293454.731005,23521170959.849247,6677877505.11824,0.9345646546366101,0.9704962614159688,0.8439360684097914,,
New Zealand,NZL,554,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,lost_reporter_partner,Lost reporter partners,5,924857743.4641151,703697.9637699238,-924154045.5003452,577731.7268164551,924731777.2271616,993,8,1929,22904738595.73539,39748032050.46639,16843293454.731005,23521170959.849247,6677877505.11824,2.456220091264359e-05,-0.054867775591760266,0.13847690026036022,,
New Zealand,NZL,554,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,reporter_partner_product_residual,Reporter-partner/product residual cells,6,167834939.8612364,96331925.62284438,-71503014.23839201,40409652.736782044,111912666.97517404,414,123,2006,22904738595.73539,39748032050.46639,16843293454.731005,23521170959.849247,6677877505.11824,0.001718011947864395,-0.004245191976887869,0.016758718153994122,,
New Zealand,NZL,554,1998,1999,2003,2004,1998-1999,2003-2004,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,net_new_product,Net-new HS4 products,1,41369831.28879143,95866920.07901283,54497088.79022138,92096116.91669135,37599028.12646998,99,104,1322,21116587786.6384,28837728014.102146,7721140227.463745,12028331021.468075,4307190794.004331,0.007656599801944167,0.007058165916528456,0.008729362112030965,,
New Zealand,NZL,554,1998,1999,2003,2004,1998-1999,2003-2004,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_new_product_specific_partner,Continuing HS4 products to new product-specific partners,2,345190068.8553959,2482912106.5648036,2137722037.7094073,2178679584.6497555,40957546.9403478,617,156,2368,21116587786.6384,28837728014.102146,7721140227.463745,12028331021.468075,4307190794.004331,0.1811290012522323,0.2768661071723095,0.009509109045589824,,
New Zealand,NZL,554,1998,1999,2003,2004,1998-1999,2003-2004,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_existing_product_specific_partner,Continuing HS4 products to existing product-specific partners,3,18737536202.040024,25498287353.008995,6760751150.968971,9189895898.188608,2429144747.2196374,678,118,3804,21116587786.6384,28837728014.102146,7721140227.463745,12028331021.468075,4307190794.004331,0.7640208672164535,0.8756156411874617,0.5639742615073009,,
New Zealand,NZL,554,1998,1999,2003,2004,1998-1999,2003-2004,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_lost_product_specific_partner,Continuing HS4 products to lost product-specific partners,4,1248362347.0157719,116340964.4379163,-1132021382.5778556,32469962.1529371,1164491344.7307925,458,107,1180,21116587786.6384,28837728014.102146,7721140227.463745,12028331021.468075,4307190794.004331,0.002699456981603263,-0.14661323965485135,0.2703598239371659,,
New Zealand,NZL,554,1998,1999,2003,2004,1998-1999,2003-2004,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_below_threshold_product_specific_partner_residual,Continuing HS4 products below product-specific partner threshold,5,697557913.9763539,632602477.4208019,-64955436.55555199,525812135.4501936,590767572.0057455,797,216,25367,21116587786.6384,28837728014.102146,7721140227.463745,12028331021.468075,4307190794.004331,0.0437144716512813,-0.008412674118326262,0.13715844044524383,,
New Zealand,NZL,554,1998,1999,2003,2004,1998-1999,2003-2004,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,dying_product_cells,Dying HS4 product cells,6,38180729.178693,2777140.7710830825,-35403588.40760991,1719321.8800060921,37122910.287616,37,64,439,21116587786.6384,28837728014.102146,7721140227.463745,12028331021.468075,4307190794.004331,0.00014293935517217305,-0.004585279811611367,0.008618821887177974,,
New Zealand,NZL,554,1998,1999,2003,2004,1998-1999,2003-2004,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,below_threshold_product_residual,Below-threshold product residual cells,7,8390694.28336972,8941051.819531908,550357.5361621875,7658002.229883407,7107644.693721219,262,70,1476,21116587786.6384,28837728014.102146,7721140227.463745,12028331021.468075,4307190794.004331,0.0006366637413133594,7.127930848925535e-05,0.001650181065490565,,
